Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Madera,Wasuma Elementary,Elementary Schools (Public),No Data,(559) 642-1585,No Data,harcher@basslakesd.org,Heather Archer,(559) 642-1555,1023,,,,
FALSE,,Madera,Yosemite-Wawona Elementary Charter,Elementary Schools (Public),No Data,(209) 375-6383,No Data,greid@yosemitewawonacharter.org,Glenn Reid,(559) 579-0294,No Data,,,,
FALSE,,Madera,Cedar Continuation High,Continuation High Schools,http://cac.chawanakee.k12.ca.us,(559) 868-4200,No Data,abourdon@mychawanakee.org,Ashley Bourdon,(559) 868-4200,No Data,,,,
FALSE,,Madera,Chawanakee Academy Charter,K-12 Schools (Public),http://cac.chawanakee.k12.ca.us,(559) 868-4200,No Data,mkielpinski@mychawanakee.org,Ashley Bourdon,(559) 868-4200,2515,,,,
FALSE,,Madera,Chawanakee Adult Education,Adult Education Centers,www.chawanakee.k12.ca.us,(559) 868-4200,2515,pshoaf@mychawanakee.org,Paul Shoaf,(559) 877-4440,No Data,,,,
FALSE,,Madera,Hillside Elementary,Elementary Schools (Public),www.chawanakee.k12.ca.us,(559) 822-4141,No Data,kdebernardi@mychawanakee.org,Kristi DeBernardi,(559) 822-4141,No Data,,,,
FALSE,,Madera,Imladris Living School,K-12 Schools (Private),No Data,(559) 877-3690,No Data,bethanytallmon@gmail.com,Samuel Tallmon,No Data,No Data,,,,
FALSE,,Madera,Manzanita Community Day,District Community Day Schools,www.chawanakee.k12.ca.us,(559) 868-4200,No Data,rcorippo@mychawanakee.org,Rhonda Corippo,(559) 868-4200,No Data,,,,
FALSE,,Madera,Minarets Charter High,High Schools (Public),www.chawanakee.k12.ca.us,(559) 868-8689,No Data,mkielpinski@mychawanakee.org,Rhonda Corippo,(559) 868-8689,5001,,,,
FALSE,,Madera,Minarets High,High Schools (Public),www.chawanakee.k12.ca.us,(559) 868-8689,120,rcorippo@mychawanakee.org,Rhonda Corippo,(559) 868-8689,5001,,,,
FALSE,,Madera,Mountain Oaks High,High Schools (Public),www.chawanakee.k12.ca.us,(559) 877-4440,2600,pshoaf@mychawanakee.org,Paul Shoaf,(559) 877-4440,No Data,,,,
FALSE,,Madera,North Fork Elementary,Elementary Schools (Public),www.chawanakee.k12.ca.us,(559) 877-2215,No Data,edobrinen@mychawanakee.org,Elizabeth Dobrinen,(559) 877-2215,No Data,,,,
FALSE,,Madera,Spring Valley Elementary,Elementary Schools (Public),www.chawanakee.k12.ca.us,(559) 868-3343,No Data,dching@mychawanakee.org,Daniel Ching,(559) 868-3343,3515,,,,
FALSE,,Madera,Fairmead Elementary,Elementary Schools (Public),No Data,(559) 665-8040,No Data,coxc@chowkids.com,Casie Cox,(559) 665-8040,No Data,,,,
FALSE,,Madera,Maat K12,Elementary School (Private),maatk12.com,(559) 201-3543,No Data,lakoushae@maatk12.com,Lakousha Huntley,No Data,No Data,,,,
FALSE,,Madera,Merle L. Fuller Elementary,Elementary Schools (Public),No Data,(559) 665-8050,No Data,bellomoo@chowkids.com,Orlando Bellomo,(559) 665-8050,No Data,,,,
FALSE,,Madera,Ronald Reagan Elementary,Elementary Schools (Public),No Data,(559) 665-8080,No Data,esquivelm@chowkids.com,Melissa Esquivel,(559) 665-8080,No Data,,,,
FALSE,,Madera,Stephens Elementary,Elementary Schools (Public),www.chowchillaelem.k12.ca.us/domain/190,(559) 665-8060,No Data,derkalousdiana@chowkids.com,Ara Derkalousdian,(559) 665-8060,No Data,,,,
FALSE,,Madera,Sunrise Academy,K-12 Schools (Private),No Data,Information Redacted,No Data,verageier@ymail.com,Viktor Geier,No Data,No Data,,,,
FALSE,,Madera,Wilson Middle,Intermediate/Middle Schools (Public),No Data,(559) 665-8070,No Data,whitez@chowkids.com,Zachary White,(559) 665-8070,No Data,,,,
FALSE,,Madera,Chowchilla Union High,High Schools (Public),www.chowchillahigh.k12.ca.us/,(559) 665-1331,No Data,stocktonr@chowchillahigh.org,Ryan Stockton,(559) 665-1331,No Data,,,,
FALSE,,Madera,Gateway High (Continuation),Continuation High Schools,No Data,(559) 665-1331,No Data,perezm@chowchillahigh.org,Moises Perez,(559) 665-1331,2245,,,,
FALSE,,Madera,Centennial Independent Study,Alternative Schools of Choice,www.gvusd.org,(559) 645-3580,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Foothill Christian Academy,K-12 Schools (Private),No Data,(559) 708-8370,No Data,nps@cde.ca.gov,Tessla Totten,No Data,No Data,,,,
FALSE,,Madera,Freedom Home,Alternative Schools of Choice,www.gvusd.org,(559) 645-3590,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Golden Valley Adult,Adult Education Centers,No Data,(559) 645-3580,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Independence Continuation High,Continuation High Schools,www.gvusd.org,(559) 645-3580,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Liberty High,High Schools (Public),www.gvusd.org/liberty/liberty.htm,(559) 645-3500,No Data,kosborn@gvusd.org,Kandace Osborn,(559) 645-3500,No Data,,,,
FALSE,,Madera,Lincoln Community Day,District Community Day Schools,www.gvusd.org,(559) 645-3580,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Ranchos Middle,Intermediate/Middle Schools (Public),www.gvusd.org,(559) 645-3550,No Data,mgrossman@gvusd.org,Michael Grossman,(559) 645-3550,No Data,,,,
FALSE,,Madera,Sierra View Elementary,Elementary Schools (Public),www.gvusd.org,(559) 645-3560,No Data,rhart@gvusd.org,Rebecca Hart,(559) 645-3560,No Data,,,,
FALSE,,Madera,Stone Creek Elementary,Elementary Schools (Public),www.gvusd.org,(559) 645-3530,No Data,markbeyer@gvusd.org,Mark Beyer,(559) 645-3530,No Data,,,,
FALSE,,Madera,Valley Children's Hospital,K-12 Schools (Public),www.gvusd.org,(559) 645-3580,No Data,lgoston@gvusd.org,Leslie Goston,(559) 645-3580,No Data,,,,
FALSE,,Madera,Webster Elementary,Elementary Schools (Public),www.gvusd.org,(559) 645-3540,No Data,afulton@gvusd.org,Audrey Peters,(559) 645-1322,No Data,,,,
FALSE,,Madera,Enterprise Secondary,County Community,www.mcsos.org,(559) 662-4856,No Data,focgan@mcsos.org,Fred Cogan,(559) 662-6294,No Data,,,,
FALSE,,Madera,Gould Educational Center,Special Education Schools (Public),www.mcsos.org,(559) 674-0915,No Data,thill@mcsos.org,Jessica Drake,(559) 662-4687,No Data,,,,
FALSE,,Madera,Juvenile Hall (Endeavor/Voyager Secondary),Juvenile Court Schools,www.mcsos.org,(559) 675-7900,No Data,fcogan@mcsos.org,Fred Cogan,(559) 662-6294,No Data,,,,
FALSE,,Madera,Madera County Independent Academy,County Community,www.mcsos.org,(559) 662-4640,No Data,jdewall@mcsos.org,Hugo Sanchez,(559) 664-6211,No Data,,,,
FALSE,,Madera,Pioneer Technical Center,County Community,www.mcsos.org,(559) 664-1600,No Data,jdewall@mcsos.org,Hugo Sanchez,(559) 662-6211,No Data,,,,
FALSE,,Madera,Alpha Elementary,Elementary Schools (Public),http://alpha.maderausd.org,(559) 661-4101,No Data,jenniferburns@maderausd.org,Jennifer Burns-Sauceda,(559) 661-4101,No Data,,,,
FALSE,,Madera,Berenda Elementary,Elementary Schools (Public),http://berenda.maderausd.org,(559) 674-3325,No Data,loriking@maderausd.org,Lori King,No Data,No Data,,,,
FALSE,,Madera,Cesar Chavez Elementary,Elementary Schools (Public),http://chavez.maderausd.org,(559) 664-9701,No Data,meganimperatrice@maderausd.org,Megan Imperatrice,No Data,No Data,,,,
FALSE,,Madera,Crossroads Christian School,Elementary School (Private),ccsmadera.org,(559) 662-1624,No Data,layers@ccsmadera.org,Rachel Owens,No Data,No Data,,,,
FALSE,,Madera,Dixieland Elementary,Elementary Schools (Public),http://dixieland.maderausd.org,(559) 673-9119,No Data,jesusnavarro@maderausd.org,Jesus Navarro,No Data,No Data,,,,
FALSE,,Madera,Duane E. Furman Independent Study,Alternative Schools of Choice,http://furman.maderausd.org,(559) 675-4482,No Data,michelleangus@maderausd.org,Michelle Angus,No Data,No Data,,,,
FALSE,,Madera,Eastin Arcola Elementary,Elementary Schools (Public),http://eastin-arcola.maderausd.org,(559) 674-8841,No Data,daneneguglielmana@maderausd.org,Danene Guglielmana,(559) 674-8841,No Data,,,,
FALSE,,Madera,George Washington Elementary,Elementary Schools (Public),http://washington.maderausd.org,(559) 674-6705,No Data,,Adalberto Hernandez,(559) 674-6705,No Data,,,,
FALSE,,Madera,Howard Elementary,Elementary Schools (Public),http://howard.maderausd.org,(559) 674-8568,No Data,jeffreydailey@maderausd.org,Jeffrey Dailey,(559) 674-8568,No Data,,,,
FALSE,,Madera,Jack G. Desmond Middle,Intermediate/Middle Schools (Public),http://desmond.maderausd.org,(559) 674-1775,No Data,bradholck@maderausd.org,Brad Holck,(559) 664-1775,No Data,,,,
FALSE,,Madera,James Madison Elementary,Elementary Schools (Public),http://madison.maderausd.org,(559) 675-4630,No Data,cindypena@maderausd.org,Cindy Pena,No Data,No Data,,,,
FALSE,,Madera,James Monroe Elementary,Elementary Schools (Public),http://monroe.maderausd.org,(559) 674-5679,No Data,,Frank Espinosa,No Data,No Data,,,,
FALSE,,Madera,John Adams Elementary,Elementary Schools (Public),http://adams.maderausd.org,(559) 674-4631,No Data,lauraquiroz@maderausd.org,Laura Quiroz,(559) 674-4631,No Data,,,,
FALSE,,Madera,John J. Pershing Elementary,Elementary Schools (Public),http://pershing.maderausd.org,(559) 664-9741,No Data,amandamusso@maderausd.org,Amanda Musso,No Data,No Data,,,,
FALSE,,Madera,La Vina Elementary,Elementary Schools (Public),http://lavina.maderausd.org,(559) 673-5194,No Data,nicolelack@maderausd.org,Nicole Lack,No Data,No Data,,,,
FALSE,,Madera,Liberty Charter,Elementary Schools (Public),www.libertycharterschool.org,(559) 675-2070,No Data,j.mcclure@etaacharter.com,John McClure,(559) 675-2070,2600,,,,
FALSE,,Madera,Lincoln Elementary,Elementary Schools (Public),http://lincoln.maderausd.org,(559) 675-4600,No Data,robynroyston@maderausd.org,Robyn Royston,(559) 675-4600,No Data,,,,
FALSE,,Madera,Madera Adult,Adult Education Centers,https://maderaadultschool.com/,(559) 675-4425,No Data,arakeledjian@maderausd.org,Ara Keledjian,(559) 675-4425,103,,,,
FALSE,,Madera,Madera High,High Schools (Public),https://mhs.maderausd.org/,(559) 675-4444,No Data,robyncosgrove@maderausd.org,Robyn Cosgrove,(559) 675-4444,No Data,,,,
FALSE,,Madera,Madera South High,High Schools (Public),https://mshs.maderausd.org/,(559) 675-4450,No Data,jenniferthao@maderausd.org,Jennifer Thao,No Data,No Data,,,,
FALSE,,Madera,Madera Unified Adult Transition Program,Special Education Schools (Public),https://maderaadultschool.com/,(559) 675-4482,No Data,beckymchaney@maderausd.org,Rebecca McHaney,(559) 675-4482,No Data,,,,
FALSE,,Madera,Martin Luther King Jr. Middle,Intermediate/Middle Schools (Public),http://mlk.maderausd.org,(559) 674-4681,No Data,alejandrojuarez@maderausd.org,Alejandro Juarez,No Data,No Data,,,,
FALSE,,Madera,Matilda Torres High,High Schools (Public),http://torres.maderausd.org,(559) 416-5909,No Data,sabrinarodriquez@maderausd.org,Sabrina Rodriquez,(559) 675-4548,No Data,,,,
FALSE,,Madera,Millview Elementary,Elementary Schools (Public),http://millview.maderausd.org,(559) 674-8509,No Data,eriklowry@maderausd.org,Erik Lowry,(559) 674-8509,No Data,,,,
FALSE,,Madera,Mountain Vista High,Continuation High Schools,http://mtvista.maderausd.org,(559) 675-4580,No Data,matttobin@maderausd.org,Matt Tobin,No Data,No Data,,,,
FALSE,,Madera,Nishimoto Elementary,Elementary Schools (Public),http://nishimoto.maderausd.org,(559) 664-8110,No Data,erinfalke@maderausd.org,Erin Falke,(559) 664-8110,No Data,,,,
FALSE,,Madera,Parkwood Elementary,Elementary Schools (Public),http://parkwood.maderausd.org,(559) 673-2500,No Data,denisemunoz@maderausd.org,Denise Munoz,(559) 673-2500,No Data,,,,
FALSE,,Madera,Remnant Christian School,K-12 Schools (Private),No Data,(559) 674-2690,No Data,rmntmadera@yahoo.com,Maryanne Echevarria,No Data,No Data,,,,
FALSE,,Madera,Ripperdan Community Day,District Community Day Schools,http://ripperdan.maderausd.org,(559) 674-0059,No Data,jamesjackson@maderausd.org,James Jackson,(559) 674-0059,No Data,,,,
FALSE,,Madera,Sherman Thomas Charter,Elementary Schools (Public),www.stcsca.org,(559) 674-1192,No Data,slopez@mystcs.org,Tera Napier,(559) 674-1193,No Data,,,,
FALSE,,Madera,Sherman Thomas Charter High,High Schools (Public),www.stcsca.org,(559) 675-6626,No Data,tnapier@mystcs.org,Tera Napier,(559) 675-6626,No Data,,,,
FALSE,,Madera,Sherman Thomas STEM Academy,Intermediate/Middle Schools (Public),https://stcsca.org/sherman-thomas-stem-academy/,(559) 871-5490,No Data,jabrock@stcsca.org,Jamie Brock,(559) 871-5490,No Data,,,,
FALSE,,Madera,Sierra Vista Elementary,Elementary Schools (Public),http://sierravista.maderausd.org,(559) 674-8579,No Data,jamiehuerta@maderausd.org,Jamie Huerta,(559) 674-8579,No Data,,,,
FALSE,,Madera,St. Joachim Elementary,Elementary School (Private),https://sjoachimschool.org/,(559) 674-7628,No Data,nps@cde.ca.gov,Heather Forcey,No Data,No Data,,,,
FALSE,,Madera,Thomas Jefferson Middle,Intermediate/Middle Schools (Public),https://jefferson.maderausd.org/,(559) 673-9286,No Data,amandagarcia@maderausd.org,Amanda Garcia,No Data,No Data,,,,
FALSE,,Madera,Virginia Lee Rose Elementary,Elementary Schools (Public),http://rose.maderausd.org,(559) 662-2662,No Data,nicolesorensen@maderausd.org,Nicole Sorensen,No Data,No Data,,,,
FALSE,,Madera,Raymond-Knowles Elementary,Elemen Schools In 1 School Dist. (Public),www.rkusd.k12.ca.us,(559) 689-3336,No Data,dhegerle@rkusd.org,Deena Hegerle,(559) 689-3336,No Data,,,,
FALSE,,Madera,Ahwahnee High,Continuation High Schools,www.yosemiteusd.com,(559) 683-4667,1323,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Campbell High Community Day,District Community Day Schools,www.yosemiteusd.com,(559) 683-4667,352,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Coarsegold Elementary,Elementary Schools (Public),No Data,(559) 683-4842,No Data,mgresham@yosemiteusd.org,Melinda Gresham,(559) 683-4842,2105,,,,
FALSE,,Madera,Evergreen High,Alternative Schools of Choice,www.yosemiteusd.com,(559) 683-4667,1323,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Glacier High School Charter,High Schools (Public),No Data,(559) 642-1422,No Data,mcox@wscsfamily.org,Michael Cox,(559) 642-1422,No Data,,,,
FALSE,,Madera,Hobbit Hollow Acres Academy,Elementary School (Private),No Data,(559) 760-5575,No Data,koetsierrealtor@gmail.com,Michael Koetsier,No Data,No Data,,,,
FALSE,,Madera,Laih Family Home School,K-12 Schools (Private),No Data,Information Redacted,No Data,nps@cde.ca.gov,Earl Laih,No Data,No Data,,,,
FALSE,,Madera,Meadowbrook Community Day,District Community Day Schools,www.yosemiteusd.com,(559) 683-4667,352,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Mountain Home Charter (Alternative),Elementary Schools (Public),www.mountainhomecharter.org,(559) 642-1422,No Data,mcox@wscsfamily.org,Michael Cox,(559) 642-1422,No Data,,,,
FALSE,,Madera,Raymond Granite High,Alternative Schools of Choice,No Data,(559) 683-8801,No Data,sosowksi@yosemiteusd.org,Stephanie Osowski,(559) 683-4667,1323,,,,
FALSE,,Madera,Rivergold Elementary,Elementary Schools (Public),No Data,(559) 658-7566,No Data,ariedel@yosemiteusd.org,Allen Riedel,(559) 658-7566,31025,,,,
FALSE,,Madera,Yosemite Community Education Center/Adult,Adult Education Centers,www.yosemiteusd.com,(559) 683-4667,1323,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Yosemite Falls Education Center,Alternative Schools of Choice,www.yosemiteusd.com,(559) 683-8801,No Data,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Madera,Yosemite High,High Schools (Public),www.yosemiteusd.com,(559) 683-4667,No Data,jfairbanks@yosemiteusd.org,Jessica Fairbanks,(559) 683-4667,1323,,,,
FALSE,,Marin,Bolinas-Stinson Elementary,Elemen Schools In 1 School Dist. (Public),www.bolinas-stinson.org,(415) 868-1603,No Data,lwatterson@bolinas-stinson.org,Ilie Watterson,(415) 868-1603,No Data,,,,
FALSE,,Marin,Adaline E. Kent Middle,Intermediate/Middle Schools (Public),https://kent.kentfieldschools.org/,(415) 458-5970,No Data,galthouse@kentfieldschools.org,Grant Althouse,No Data,No Data,,,,
FALSE,,Marin,Anthony G. Bacich Elementary,Elementary Schools (Public),https://bacich.kentfieldschools.org/,(415) 925-2220,No Data,mmartin@kentfieldschools.org,Maria Martin,No Data,No Data,,,,
FALSE,,Marin,Laguna Elementary,Elemen Schools In 1 School Dist. (Public),www.lagunaschool.org,(707) 762-6051,No Data,cwalsh@marinschools.org,Cynthia Walsh,(707) 762-6051,No Data,,,,
FALSE,,Marin,Lincoln Union,Elemen Schools In 1 School Dist. (Public),No Data,(707) 763-0045,No Data,cwalsh@marinschools.org,Cynthia Walsh,(707) 763-0045,No Data,,,,
FALSE,,Marin,Lagunitas Elementary,Elementary Schools (Public),www.lagunitas.org,(415) 488-4118,202,jferhart@lagunitas.org,Jenelle Ferhart,(415) 488-4118,202,,,,
FALSE,,Marin,Chronos Academy,Elementary School (Private),www.chronos.academy,(415) 383-2283,No Data,celeste@chronos.academy,Celeste Ezell,No Data,No Data,,,,
FALSE,,Marin,Cove,Elementary Schools (Public),www.lcmschools.org,(415) 945-9046,No Data,mwalker@lcmschools.org,Michelle Walker,(415) 945-9046,No Data,,,,
FALSE,,Marin,Hall Middle,Intermediate/Middle Schools (Public),www.lcmschools.org,(415) 927-6978,No Data,tbrown@lcmschools.org,Toni Brown,No Data,No Data,,,,
FALSE,,Marin,Lycee Francais de San Francisco (Sausalito),Elementary School (Private),https://www.lelycee.org/,(415) 213-7623,No Data,nps@cde.ca.gov,Laurence Champomier,No Data,No Data,,,,
FALSE,,Marin,Marin Country Day School,Elementary School (Private),No Data,(415) 927-5912,No Data,nps@cde.ca.gov,Amber Johnson,No Data,No Data,,,,
FALSE,,Marin,Marin Montessori School,Elementary School (Private),http://www.marinmontessori.org,(415) 924-5388,No Data,nps@cde.ca.gov,Sam Shapiro,No Data,No Data,,,,
FALSE,,Marin,Marin Primary and Middle School,Elementary School (Private),www.mpms.org,(415) 924-2608,No Data,nps@cde.ca.gov,Philip Gutierrez,No Data,No Data,,,,
FALSE,,Marin,Neil Cummins Elementary,Elementary Schools (Public),www.lcmschools.org,(415) 927-6965,No Data,kshaw@lcmschools.org,Kyle Shaw,(415) 927-6965,No Data,,,,
FALSE,,Marin,OAc San Francisco,Elementary School (Private),No Data,(415) 275-4791,No Data,sf1@olivetacademy.org,Dayoun Jung,No Data,No Data,,,,
FALSE,,Marin,St. Patrick School,Elementary School (Private),www.stpatricksmarin.org,(415) 924-0501,No Data,nps@cde.ca.gov,Michael Waters,No Data,No Data,,,,
FALSE,,Marin,Marin County Juvenile Court,Juvenile Court Schools,www.marinschools.org,(415) 491-0581,No Data,kfoster@marinschools.org,Katy Foster,(415) 491-0581,No Data,,,,
FALSE,,Marin,Marin County Special Education,Special Education Schools (Public),www.marinschools.org,(415) 491-6612,No Data,jcampbell@marinschools.org,Janelle Campbell,(415) 491-6612,No Data,,,,
FALSE,,Marin,Marin's Community,County Community,www.marinschools.org,(415) 491-0581,No Data,mcsinfo@marinschools.org,Katy Foster,(415) 491-0581,No Data,,,,
FALSE,,Marin,Ross Valley Charter,Elementary Schools (Public),www.rossvalleycharter.org,(415) 534-6970,No Data,page.hersey@rossvalleycharter.org,Page Hersey,(415) 534-6970,No Data,,,,
FALSE,,Marin,Marin County ROP,ROC/ROP,No Data,(415) 499-5892,No Data,gabbott@marin.k12.ca.us,Gene Abbott,No Data,No Data,,,,
FALSE,,Marin,Edna Maguire Elementary,Elementary Schools (Public),No Data,(415) 389-7733,No Data,dmccord@mvschools.org,Daniel McCord,(415) 389-7733,No Data,,,,
FALSE,,Marin,Marin Horizon School,Elementary School (Private),www.marinhorizon.org,(415) 388-8408,No Data,ally@marinhorizon.org,Bill Perrine,No Data,No Data,,,,
FALSE,,Marin,Mill Valley Middle,Intermediate/Middle Schools (Public),No Data,(415) 389-7711,No Data,dchui@mvschools.og,Danny Chui,(415) 389-7711,2876,,,,
FALSE,,Marin,Mount Tamalpais School,Elementary School (Private),www.mttam.org,(415) 383-9434,No Data,nps@cde.ca.gov,Andrew Davis,No Data,No Data,,,,
